Open,High,Low,Close,Date
564,568.8,558.7,561.55,08/04/2015 12:00:00 AM
565,565,552.3,559.35,09/04/2015 12:00:00 AM
558.65,568.8,555.55,561.85,10/04/2015 12:00:00 AM
562,563,552.6,555.9,13/04/2015 12:00:00 AM
552.8,553,538,540.3,15/04/2015 12:00:00 AM
543.6,550.8,534.45,540.4,16/04/2015 12:00:00 AM
541,544.45,533,535.2,17/04/2015 12:00:00 AM
543.9,543.9,521.5,533.25,20/04/2015 12:00:00 AM
535,537.9,523.4,527.1,21/04/2015 12:00:00 AM
528,528.75,510.85,523.3,22/04/2015 12:00:00 AM
524.65,527.6,508.4,511.6,23/04/2015 12:00:00 AM
513.1,519.6,508.75,515.3,24/04/2015 12:00:00 AM
519,522.65,513.75,517.3,27/04/2015 12:00:00 AM
518.2,534,518.2,529.85,28/04/2015 12:00:00 AM
527,527.35,517.1,519.95,29/04/2015 12:00:00 AM
517,520.6,506.95,508.45,30/04/2015 12:00:00 AM
513.4,516.15,498,506.7,04/05/2015 12:00:00 AM
510,515.65,506.15,509.9,05/05/2015 12:00:00 AM
510,510,496,497.65,06/05/2015 12:00:00 AM
494.95,502.45,482.6,488.2,07/05/2015 12:00:00 AM
497,515.5,497,513.5,08/05/2015 12:00:00 AM
522,530.95,517,529.65,11/05/2015 12:00:00 AM
526,526,511.25,513.75,12/05/2015 12:00:00 AM
515,525.4,506.6,519.55,13/05/2015 12:00:00 AM
524.9,524.9,510.7,516.4,14/05/2015 12:00:00 AM
518.1,524.35,517.4,519.45,15/05/2015 12:00:00 AM
517.9,524.3,510.3,520.25,18/05/2015 12:00:00 AM
519,519,508.95,510.1,19/05/2015 12:00:00 AM
512.8,514,503.65,505.5,20/05/2015 12:00:00 AM
506.05,512.6,506,511.2,21/05/2015 12:00:00 AM
512,516.9,510.25,514.55,22/05/2015 12:00:00 AM
513.9,514.5,503.1,505.2,25/05/2015 12:00:00 AM
504.1,505.5,493.7,497.1,26/05/2015 12:00:00 AM
472.35,474.75,463.9,471.65,27/05/2015 12:00:00 AM
474.7,486.8,472.75,483.55,28/05/2015 12:00:00 AM
483.8,489.9,478.95,481.6,29/05/2015 12:00:00 AM
482.8,483,470.95,472.15,01/06/2015 12:00:00 AM
474,478.2,465.2,467.2,02/06/2015 12:00:00 AM
469,469,435.6,457.25,03/06/2015 12:00:00 AM
457.25,457.35,445.5,452.15,04/06/2015 12:00:00 AM
446.9,448.65,439.25,442.6,05/06/2015 12:00:00 AM
437,437,429.2,435.7,08/06/2015 12:00:00 AM
431.8,443.8,431.8,440.3,09/06/2015 12:00:00 AM
440.5,449.3,436.05,446.45,10/06/2015 12:00:00 AM
447.6,449,428.65,430.35,11/06/2015 12:00:00 AM
426.55,431,418,421.6,12/06/2015 12:00:00 AM
426.5,427.8,418.45,426.2,15/06/2015 12:00:00 AM
427,435.5,421.55,431.75,16/06/2015 12:00:00 AM
436.5,437.5,426.75,433.7,17/06/2015 12:00:00 AM
435,447.2,431.9,445.45,18/06/2015 12:00:00 AM
445.45,445.45,431.7,432.9,19/06/2015 12:00:00 AM
436.1,444,435.25,440.15,22/06/2015 12:00:00 AM
443.5,447.3,435.2,436.15,23/06/2015 12:00:00 AM
436.5,438.6,428.4,432.25,24/06/2015 12:00:00 AM
432,438.2,429.45,434.4,25/06/2015 12:00:00 AM
435.4,439.4,431.7,437.9,26/06/2015 12:00:00 AM
430,432.5,419,428.85,29/06/2015 12:00:00 AM
428.3,439.9,423,434.55,30/06/2015 12:00:00 AM
436.95,447.4,431.75,444.8,01/07/2015 12:00:00 AM
446.2,446.2,435.25,436.6,02/07/2015 12:00:00 AM
437,437,430.5,433.35,03/07/2015 12:00:00 AM
428,433.25,420.8,432,06/07/2015 12:00:00 AM
435,438,428.05,431.8,07/07/2015 12:00:00 AM
425.5,425.5,400,405.15,08/07/2015 12:00:00 AM
401.5,403.6,394.25,398.15,09/07/2015 12:00:00 AM
399,406.1,398.3,401.95,10/07/2015 12:00:00 AM
406.6,406.6,397.3,402.25,13/07/2015 12:00:00 AM
403,403,381.15,385.75,14/07/2015 12:00:00 AM
387.5,395,382.9,394.3,15/07/2015 12:00:00 AM
396,398.55,392.6,395.1,16/07/2015 12:00:00 AM
397,403.35,390.75,398.75,17/07/2015 12:00:00 AM
399.9,401.85,390.1,391.2,20/07/2015 12:00:00 AM
392,395.5,386.3,389.75,21/07/2015 12:00:00 AM
390,392.5,385,389.25,22/07/2015 12:00:00 AM
389.55,403.1,385,401.35,23/07/2015 12:00:00 AM
397.95,399.6,390,391.15,24/07/2015 12:00:00 AM
390,390,373.05,377.6,27/07/2015 12:00:00 AM
374.8,375.1,366.25,370.45,28/07/2015 12:00:00 AM
374,379.3,372.9,376.25,29/07/2015 12:00:00 AM
380.05,382.65,377,377.8,30/07/2015 12:00:00 AM
380.8,390.4,380.4,384.35,31/07/2015 12:00:00 AM
385,394.55,381.6,388.15,03/08/2015 12:00:00 AM
386,390,378.05,380.95,04/08/2015 12:00:00 AM
379,388.35,375,376.75,05/08/2015 12:00:00 AM
377,384.5,373.5,382.9,06/08/2015 12:00:00 AM
384,395.5,382,392.55,07/08/2015 12:00:00 AM
384,395.6,382.2,385.85,10/08/2015 12:00:00 AM
387.2,387.8,367.5,369.8,11/08/2015 12:00:00 AM
367,367,353.7,355.3,12/08/2015 12:00:00 AM
358,360.95,348.25,349.4,13/08/2015 12:00:00 AM
352.95,359.5,345.25,355.35,14/08/2015 12:00:00 AM
355,362,345.75,355.95,17/08/2015 12:00:00 AM
357,358.35,348.7,349.7,18/08/2015 12:00:00 AM
